Episode,Cumulative Reward,Epsilon,Average Q-Value,Steps
0,41.70204842090607,1.0,0.0325845390442654,47
10,42.04403913021088,0.9950112350131176,0.05954857025108065,47
20,28.46337527036667,0.9900473578023296,0.08198446436421339,33
30,6.501210570335388,0.98510824420837,0.11818649955884523,11
40,9.353711903095245,0.9801937706913741,0.13790351884146074,13
50,9.679265856742859,0.9753038143277888,0.16219064107513687,14
60,38.81094264984131,0.9704382528072976,0.1848362776405888,45
70,3.030211627483368,0.9655969644297613,0.19597954992105368,7
80,64.73183411359787,0.9607798281021742,0.22448283108815936,69
90,0.38191521167755127,0.9559867233356352,0.25694317921111887,4
100,26.508093237876892,0.951217530242334,0.2719706712101294,31
110,26.671938955783844,0.9464721295325524,0.2830781134126635,31
120,39.34756773710251,0.9417504025116805,0.28767636314923445,44
130,25.69290292263031,0.937052231077248,0.31246436842293956,31
140,23.5557382106781,0.9323774977159699,0.326060505859012,29
150,24.655381977558136,0.9277260855008077,0.3482591251420148,29
160,22.50074702501297,0.923097878088044,0.36277858192991674,27
170,12.23045688867569,0.9184927597143733,0.3758533853297415,17
180,10.082552075386047,0.9139106151940054,0.38721324406707525,14
190,63.17191594839096,0.9093513299157857,0.4046199811467813,69
200,34.65769910812378,0.9048147898403269,0.4178508739488221,40
210,16.148443341255188,0.9003008814971583,0.421114476617442,20
220,16.282011091709137,0.895809491981886,0.4232857115021815,20
230,46.73526507616043,0.8913405089533699,0.43696372588109766,52
240,10.005091547966003,0.8868938206309135,0.44614694573904673,14
250,15.927536487579346,0.8824693157914677,0.45379380134913055,20
260,24.53220444917679,0.8780668837668493,0.46853320712428975,29
270,18.399766743183136,0.8736864144409725,0.4791628306294226,23
280,10.496959209442139,0.8693277982470946,0.4985037430975864,15
290,17.351047098636627,0.864990926165076,0.5067194157426846,22
300,6.160198748111725,0.8606756897186528,0.5047639250760786,10
310,3.0523070693016052,0.8563819809727236,0.5139536520907115,7
320,29.19105726480484,0.8521096925306499,0.5269457038038675,33
330,24.329548478126526,0.84785871753157,0.5337726387379247,29
340,6.002867162227631,0.8436289496477257,0.5454156911916949,10
350,28.94564926624298,0.8394202830818028,0.5553688179427619,35
360,1.2614250779151917,0.8352326125642855,0.5620685346126963,5
370,1.1706030368804932,0.8310658333508228,0.5761732080918469,5
380,41.3677094578743,0.8269198412196082,0.5834694283633994,47
390,22.852865755558014,0.8227945324687735,0.5946902487238491,29
400,54.88949704170227,0.8186898039137951,0.6026762489399486,62
410,3.0040061473846436,0.8146055528849124,0.6114510829167648,7
420,31.904748916625977,0.8105416772245603,0.6202886306793544,37
430,14.70651376247406,0.8064980752848135,0.6339938527566475,19
440,16.978256583213806,0.8024746459248447,0.6394071902233749,21
450,12.903289794921875,0.7984712885083941,0.6493208764514096,17
460,57.97619301080704,0.7944879029012528,0.6560852269842742,64
470,-1.3500028848648071,0.7905243894687576,0.6619377220339624,2
480,46.96391052007675,0.7865806490732993,0.6671874666981875,52
490,27.89002162218094,0.7826565830718433,0.6738031962975048,34
500,60.26853197813034,0.7787520933134615,0.6790911023402209,66
510,48.913158535957336,0.7748670821368779,0.6906544718044701,57
520,5.7531930804252625,0.7710014523680259,0.6923178011870581,10
530,19.805341958999634,0.7671551073176169,0.6981573499187981,24
540,26.607204794883728,0.7633279507787228,0.701856482781634,31
550,18.438106417655945,0.7595198870243695,0.7028202356608948,23
560,6.548169672489166,0.7557308208051414,0.7079480779574508,11
570,-1.3723763823509216,0.751960657346801,0.709467529559527,2
580,12.031536042690277,0.748209302347916,0.7142431889275007,16
590,19.110002398490906,0.7444766619775032,0.7167612749587258,23
600,17.131081342697144,0.7407626428726788,0.7229038123511466,21
610,19.31480312347412,0.737067152136325,0.7133057698380635,23
620,7.368105947971344,0.7333900973347661,0.7199679979564244,11
630,42.940621852874756,0.7297313864954562,0.727778206694276,48
640,40.33760356903076,0.7260909281046787,0.636610841443235,47
650,105.91754138469696,0.7224686311052574,0.6460810358328141,116
660,39.242456674575806,0.7188644048942786,0.6518804758419401,45
670,21.827895402908325,0.7152781593208262,0.6567435161525406,28
680,13.088573575019836,0.7117098046837247,0.6643369096871159,17
690,56.76275038719177,0.7081592517292976,0.671362913761926,63
700,1.2248163223266602,0.7046264116491338,0.6772214164669477,5
710,24.768946826457977,0.7011111960778661,0.6785443013080676,29
720,11.81525731086731,0.6976135170909614,0.681288163361854,16
730,26.866091072559357,0.6941332872025221,0.6865558487664929,32
740,58.40179431438446,0.6906704193630966,0.6997394735941459,65
750,80.76919358968735,0.6872248269575028,0.7072930372001456,86
760,26.461850941181183,0.6837964238026608,0.7113651061044456,31
770,23.30685395002365,0.6803851241454388,0.7203063196670801,29
780,56.82598775625229,0.6769908426605066,0.7261230832970297,63
790,42.32267290353775,0.673613494448202,0.730768324560928,48
800,6.967872142791748,0.6702529950324074,0.7349916813168538,11
810,53.95820426940918,0.6669092603584367,0.740402386309113,61
820,32.458035707473755,0.6635822067909328,0.6956866666581123,37
830,14.946663796901703,0.660271751111776,0.7048746330105038,19
840,-0.4997953772544861,0.6569778105180021,0.6901892864203781,3
850,66.11109828948975,0.6537003026197313,0.6945223389754956,72
860,37.191075921058655,0.6504391454381077,0.6981122578914584,42
870,32.53459393978119,0.6471942574032484,0.7028966392034796,39
880,46.04082041978836,0.6439655573522038,0.7042251759824474,50
890,42.33966368436813,0.6407529645269272,0.7092790606538457,49
900,53.37844282388687,0.637556398572254,0.7120937231273512,58
910,31.40773892402649,0.634375779533894,0.7174701877731231,36
